"Date/Time","Year","Month","Mean Max Temp (°C)","Mean Max Temp Flag","Mean Min Temp (°C)","Mean Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Extr Max Temp (°C)","Extr Max Temp Flag","Extr Min Temp (°C)","Extr Min Temp Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow Grnd Last Day (cm)","Snow Grnd Last Day Flag","Dir of Max Gust (10's deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"1955-09","1955","09","15.7","","-1.1","","7.3","","25.6","S","-9.4","","21.3","","0.0","","21.3","","","M",,"",,""
"1955-10","1955","10","7.1","","-3.4","","1.9","","14.4","","-12.2","","49.8","","63.5","","113.3","","","M",,"",,""
"1955-11","1955","11","-6.6","","-21.5","","-14.1","","3.3","","-43.3","","0.0","","90.2","","90.2","","0","",,"",,""
"1955-12","1955","12","-9.2","","-22.5","","-15.9","","0.6","","-45.0","","0.0","","213.4","","213.4","","0","",,"",,""
"1956-01","1956","01","-7.7","","-20.6","","-14.2","","1.1","","-40.0","","0.0","","106.7","","106.7","","0","",,"",,""
"1956-02","1956","02","-6.8","","-21.9","","-14.4","","1.7","","-44.4","","0.0","","58.4","","58.4","","0","",,"",,""
"1956-03","1956","03","0.4","","-14.2","","-6.9","","7.8","","-38.3","S","0.0","","111.8","","111.8","","0","",,"",,""
"1956-04","1956","04","7.4","","-8.3","","-0.5","","15.6","","-21.7","","27.9","","44.5","","72.4","","0","",,"",,""
"1956-05","1956","05","15.2","","-3.1","","6.1","","25.6","","-12.8","","10.4","","7.6","","18.0","","0","",,"",,""
"1956-06","1956","06","16.1","","2.8","","9.5","","23.9","","-1.1","","70.9","","0.0","","70.9","","0","",,"",,""
"1956-07","1956","07","23.3","","3.7","","13.5","","30.0","","-1.7","S","9.7","","0.0","","9.7","","0","",,"",,""
"1956-08","1956","08","21.4","","3.2","","12.3","","28.3","","-2.8","","37.6","","0.0","","37.6","","0","",,"",,""
"1956-09","1956","09","15.4","","-0.3","","7.6","","23.9","","-6.7","","25.9","","2.5","","28.4","","0","",,"",,""
"1956-10","1956","10","6.3","","-4.8","","0.8","","20.0","","-19.4","","26.7","","59.7","","86.4","","","M",,"",,""
"1956-11","1956","11","0.2","","-13.8","","-6.8","","8.3","S","-24.4","","5.8","","36.8","","42.7","","","M",,"",,""
"1956-12","1956","12","-6.3","","-17.3","","-11.8","","3.9","","-45.6","","0.0","","221.0","","221.0","","0","",,"",,""
"1957-01","1957","01","-13.9","","-27.6","","-20.8","","0.0","","-48.9","","0.0","","53.3","","53.3","","","M",,"",,""
"1957-02","1957","02","-5.1","","-21.8","","-13.5","","5.6","","-44.4","","0.0","","69.9","","69.9","","","M",,"",,""
"1957-03","1957","03","2.0","","-15.4","","-6.7","","7.2","","-32.2","","0.0","","38.1","","38.1","","","M",,"",,""
"1957-04","1957","04","6.8","","-6.9","","-0.1","","21.7","","-17.2","","0.0","","15.7","","15.7","","","M",,"",,""
"1957-05","1957","05","17.9","","-1.5","","8.2","","22.8","","-6.1","","26.4","","25.4","","51.8","","0","",,"",,""
"1957-06","1957","06","16.9","","3.5","","10.2","","25.6","","-2.2","","71.4","","0.0","","71.4","","0","",,"",,""
"1957-07","1957","07","19.6","","3.4","","11.5","","26.1","","-2.2","","51.8","","0.0","","51.8","","0","",,"",,""
"1957-08","1957","08","17.1","","1.4","","9.3","","22.2","S","-4.4","S","49.5","","0.0","","49.5","","0","",,"",,""
"1957-09","1957","09","17.1","","-0.1","","8.5","","23.9","S","-7.8","","20.8","","0.0","","20.8","","0","",,"",,""
"1957-10","1957","10","6.9","","-7.2","","-0.2","","17.2","","-16.7","S","25.7","","62.2","","87.9","","","M",,"",,""
"1957-11","1957","11","0.2","","-12.3","","-6.1","","6.7","","-24.4","","0.0","","50.8","","50.8","","","M",,"",,""
"1957-12","1957","12","-2.9","","-12.7","","-7.8","","6.7","","-27.8","","0.0","","143.5","","143.5","","","M",,"",,""
"1958-01","1958","01","-2.9","","-14.9","","-8.9","","1.1","","-27.8","","0.0","","76.2","","76.2","","","",,"",,""
"1958-02","1958","02","-0.8","","-13.1","","-7.0","","9.4","","-35.0","","0.0","","69.9","","69.9","","","",,"",,""
"1958-03","1958","03","2.7","","-14.2","","-5.8","","10.0","S","-27.8","","0.0","","50.8","","50.8","","","",,"",,""
"1958-04","1958","04","6.1","","-4.8","","0.7","","12.8","","-11.1","","4.1","","57.2","","61.2","","","",,"",,""
"1958-05","1958","05","17.9","","-1.2","","8.4","","25.6","","-5.6","","22.6","","0.0","","22.6","","","",,"",,""
"1958-06","1958","06","20.1","","4.1","","12.1","","26.7","","-0.6","S","84.3","","0.0","","84.3","","","",,"",,""
"1958-07","1958","07","22.2","","4.9","","13.6","","28.3","","-0.6","","64.5","","0.0","","64.5","","","",,"",,""
"1958-08","1958","08","22.9","","4.3","","13.6","","28.3","","-1.7","","35.8","","0.0","","35.8","","","",,"",,""
"1958-09","1958","09","13.6","","0.6","","7.1","","26.7","","-7.8","","45.0","","17.8","","62.7","","","",,"",,""
"1958-10","1958","10","9.7","","-4.5","","2.6","","18.3","","-15.0","","25.7","","14.0","","39.6","","","",,"",,""
"1958-11","1958","11","-3.6","","-14.8","","-9.2","","8.9","","-37.2","","0.0","","133.4","","133.4","","","",,"",,""
"1958-12","1958","12","-5.3","","-15.7","","-10.5","","6.7","","-37.8","","0.0","","124.5","","124.5","","","",,"",,""
"1959-01","1959","01","-8.2","","-20.4","","-14.3","","1.7","","-45.6","","0.0","","111.8","","111.8","","","",,"",,""
"1959-02","1959","02","-3.2","","-21.6","","-12.4","","5.0","","-37.2","","0.0","","45.7","","45.7","","","",,"",,""
"1959-03","1959","03","1.9","","-12.7","","-5.4","","7.8","","-26.1","","0.0","","67.3","","67.3","","","",,"",,""
"1959-04","1959","04","6.3","","-7.7","","-0.7","","14.4","","-25.0","","23.1","","111.8","","134.9","","","",,"",,""
"1959-05","1959","05","12.1","","-2.8","","4.7","","22.8","","-9.4","","20.3","","33.0","","53.3","","","",,"",,""
"1959-06","1959","06","16.8","","1.3","","9.1","","23.9","","-3.3","","63.2","","0.0","","63.2","","","",,"",,""
"1959-07","1959","07","21.9","","3.0","","12.5","","30.6","","-1.1","","39.9","","0.0","","39.9","","","",,"",,""
"1959-08","1959","08","16.3","","2.6","","9.5","","26.7","","-2.2","S","86.1","","0.0","","86.1","","","",,"",,""
"1959-09","1959","09","12.3","","0.4","","6.4","","22.8","","-5.0","","69.1","","0.0","","69.1","","","",,"",,""
"1959-10","1959","10","6.3","","-3.4","","1.5","","16.1","","-12.2","","29.5","","40.6","","70.1","","","",,"",,""
"1959-11","1959","11","-4.1","","-15.9","","-10.0","","8.3","","-38.9","","3.0","","144.8","","147.8","","","",,"",,""
"1959-12","1959","12","-3.9","","-15.3","","-9.6","","0.0","","-31.7","","0.0","","85.1","","85.1","","","",,"",,""
"1960-01","1960","01","-7.0","","-23.1","","-15.1","","5.0","","-35.0","","0.0","","45.7","","45.7","","","M",,"",,""
"1960-02","1960","02","-2.4","","-18.9","","-10.7","","1.7","","-36.7","","0.0","","34.3","","34.3","","","M",,"",,""
"1960-03","1960","03","2.2","","-14.3","","-6.1","","13.3","","-41.1","","0.0","","35.6","","35.6","","","M",,"",,""
"1960-04","1960","04","7.1","","-5.4","","0.9","","15.6","S","-12.2","","9.1","","20.3","","29.5","","","M",,"",,""
"1960-05","1960","05","11.5","","-0.9","","5.3","","21.1","","-5.6","","40.6","","20.3","","61.0","","","M",,"",,""
"1960-06","1960","06","15.9","","1.9","","8.9","","22.8","","-3.3","","36.1","","1.3","","37.3","","","M",,"",,""
"1960-07","1960","07","25.2","","4.1","","14.7","","30.6","","-2.2","","8.1","","0.0","","8.1","","","M",,"",,""
"1960-08","1960","08","18.8","","4.5","","11.7","","28.9","","-1.1","","47.5","","0.0","","47.5","","","M",,"",,""
"1960-09","1960","09","15.8","","-0.5","","7.7","","23.9","","-7.2","","63.5","","0.0","","63.5","","","M",,"",,""
"1960-10","1960","10","8.5","","-2.7","","2.9","","18.3","","-12.8","","16.0","","40.6","","56.6","","8","",,"",,""
"1960-11","1960","11","-1.5","","-13.8","","-7.7","","7.8","","-31.7","","0.0","","86.4","","86.4","","","M",,"",,""
"1960-12","1960","12","-6.7","","-18.4","","-12.6","","1.1","","-30.6","","0.0","","68.6","","68.6","","61","",,"",,""
"1961-01","1961","01","-3.2","","-17.6","","-10.4","","2.8","","-33.9","","14.2","","110.5","","124.7","","86","",,"",,""
"1961-02","1961","02","-0.5","","-11.6","","-6.1","","3.3","S","-25.6","","0.0","","78.7","","78.7","","97","",,"",,""
"1961-03","1961","03","3.2","","-11.8","","-4.3","","8.9","","-33.3","","0.0","","25.4","","25.4","","64","",,"",,""
"1961-04","1961","04","5.1","","-6.3","","-0.6","","12.8","","-16.1","","4.8","","48.3","","53.1","","33","",,"",,""
"1961-05","1961","05","15.0","","-0.8","","7.1","","25.6","","-4.4","S","","M","30.5","","","M","","M",,"",,""
"1961-06","1961","06","22.4","","2.6","","12.5","","28.9","S","-2.2","","25.9","","0.0","","25.9","","","M",,"",,""
"1961-07","1961","07","21.9","","4.8","","13.4","","30.6","","-1.7","","103.9","","0.0","","103.9","","","M",,"",,""
"1961-08","1961","08","23.5","","4.1","","13.8","","31.1","","-1.7","","39.4","","0.0","","39.4","","","M",,"",,""
"1961-09","1961","09","11.8","","-0.9","","5.5","","21.1","","-8.9","","16.8","","25.4","","42.2","","","M",,"",,""
"1961-10","1961","10","5.6","","-5.6","","0.0","","14.4","","-18.3","","26.4","","27.9","","54.4","","","M",,"",,""
"1961-11","1961","11","-2.8","","-17.5","","-10.2","","5.0","","-31.1","","0.0","","96.5","","96.5","","","M",,"",,""
"1961-12","1961","12","-8.8","","-18.9","","-13.9","","0.6","","-40.6","","0.0","","101.6","","101.6","","69","",,"",,""
"1962-01","1962","01","-8.4","","-20.3","","-14.4","","7.8","","-42.8","","0.0","","99.1","","99.1","","","M",,"",,""
"1962-02","1962","02","-3.2","","-18.1","","-10.7","","5.6","","-37.2","","16.5","","17.8","","34.3","","","M",,"",,""
"1962-03","1962","03","0.7","","-14.3","","-6.8","","11.1","","-34.4","","0.0","","57.2","","57.2","","71","",,"",,""
"1962-04","1962","04","8.3","","-5.1","","1.6","","16.7","","-11.7","","15.7","","35.6","","51.3","","","M",,"",,""
"1962-05","1962","05","11.7","","-1.7","","5.0","","20.0","","-11.1","","26.9","","20.3","","47.2","","0","",,"",,""
"1962-06","1962","06","17.2","","1.7","","9.5","","26.7","","-3.9","","20.3","","0.0","","20.3","","0","",,"",,""
"1962-07","1962","07","20.0","","3.2","","11.6","","27.8","","-1.1","","100.3","","2.5","","102.9","","0","",,"",,""
"1962-08","1962","08","17.3","","3.3","","10.3","","27.2","","-2.2","S","57.7","","0.0","","57.7","","0","",,"",,""
"1962-09","1962","09","16.2","","-1.2","","7.5","","23.3","","-5.6","","38.4","","2.5","","40.9","","0","",,"",,""
"1962-10","1962","10","9.1","","-3.3","","2.9","","22.2","","-8.3","","11.7","","17.8","","29.5","","0","",,"",,""
"1962-11","1962","11","1.1","","-7.9","","-3.4","","11.1","","-25.0","","0.0","","87.6","","87.6","","46","",,"",,""
"1962-12","1962","12","-4.4","","-13.7","","-9.1","","2.8","","-33.3","","2.0","","121.9","","124.0","","","M",,"",,""
"1963-01","1963","01","-12.5","","-25.1","","-18.8","","0.6","","-44.4","","0.0","","40.6","","40.6","","69","",,"",,""
"1963-02","1963","02","3.2","","-9.3","","-3.1","","10.0","","-23.3","","11.4","","27.9","","39.4","","","M",,"",,""
"1963-03","1963","03","3.1","","-10.3","","-3.6","","10.6","","-21.7","","4.1","","68.6","","72.6","","","M",,"",,""
"1963-04","1963","04","8.6","","-5.1","","1.8","","16.7","","-22.2","","11.9","","25.4","","37.3","","0","",,"",,""
"1963-05","1963","05","13.1","","-2.6","","5.3","","21.7","S","-8.3","","21.1","","27.9","","49.0","","0","",,"",,""
"1963-06","1963","06","17.7","","2.4","","10.1","","25.6","","-3.3","","53.8","","0.0","","53.8","","0","",,"",,""
"1963-07","1963","07","20.1","","3.3","","11.7","","27.2","S","0.0","S","93.5","","0.0","","93.5","","0","",,"",,""
"1963-08","1963","08","20.9","","3.1","","12.0","","27.8","S","-1.1","S","51.6","","0.0","","51.6","","0","",,"",,""
"1963-09","1963","09","19.5","","2.4","","11.0","","26.7","","-3.3","S","34.8","","0.0","","34.8","","0","",,"",,""
"1963-10","1963","10","10.9","","-2.7","","4.1","","20.0","","-12.8","","6.9","","10.2","","17.0","","10","",,"",,""
"1963-11","1963","11","-2.1","","-12.2","","-7.2","","3.9","","-37.2","","","M","","M","61.0","","33","",,"",,""
"1963-12","1963","12","-6.8","","-19.2","","-13.0","","1.1","","-32.8","","0.0","","61.0","","61.0","","61","",,"",,""
"1964-01","1964","01","-6.3","","-16.8","","-11.6","","-1.1","","-31.7","","0.0","","78.7","","78.7","","81","",,"",,""
"1964-02","1964","02","-1.1","","-14.7","","-7.9","","5.6","","-26.1","","0.0","","15.2","","15.2","","69","",,"",,""
"1964-03","1964","03","-0.1","","-14.8","","-7.5","","12.2","S","-35.0","","0.0","","20.3","","20.3","","61","",,"",,""
"1964-04","1964","04","6.2","","-6.2","","0.0","","12.8","","-15.6","","0.0","","30.5","","30.5","","5","",,"",,""
"1964-05","1964","05","12.7","","-0.7","","6.0","","20.0","","-5.6","","58.9","","0.0","T","58.9","","0","",,"",,""
"1964-06","1964","06","17.1","","3.0","","10.1","","21.1","","-2.2","","65.0","","0.0","","65.0","","0","",,"",,""
"1964-07","1964","07","21.6","","3.6","","12.6","","29.4","S","-1.1","","70.9","","0.0","","70.9","","0","",,"",,""
"1964-08","1964","08","19.3","","2.7","","11.0","","26.1","","-1.7","S","37.6","","0.0","","37.6","","0","",,"",,""
"1964-09","1964","09","12.2","","-0.7","","5.8","","18.3","","-8.9","","89.7","","0.0","","89.7","","0","",,"",,""
"1964-10","1964","10","10.4","","-4.3","","3.1","","21.1","","-16.7","","16.5","","35.6","","52.1","","0","",,"",,""
"1964-11","1964","11","-2.1","","-13.0","","-7.6","","8.9","","-30.0","","0.0","","83.8","","83.8","","48","",,"",,""
"1964-12","1964","12","-11.7","","-21.8","","-16.8","","0.0","","-41.1","","0.0","","69.9","","69.9","","61","",,"",,""
"1965-01","1965","01","-5.0","","-16.3","","-10.7","","3.9","","-27.8","","0.0","","76.2","","76.2","","89","",,"",,""
"1965-02","1965","02","-3.1","","-16.9","","-10.0","","7.8","","-30.0","","0.0","","111.8","","111.8","","109","",,"",,""
"1965-03","1965","03","1.7","","-20.2","","-9.3","","13.9","","-36.7","","0.0","","24.1","E","24.1","E","91","",,"",,""
"1965-04","1965","04","9.7","","-6.9","E","1.4","E","16.1","","","M","0.0","","30.5","","30.5","","8","",,"",,""
"1965-05","1965","05","12.3","","-1.6","","5.4","","21.7","","-8.9","","11.2","","12.7","","23.9","","0","",,"",,""
"1965-06","1965","06","16.9","","1.5","","9.2","","24.4","S","-4.4","","95.3","E","0.0","","95.3","E","0","",,"",,""
"1965-07","1965","07","21.9","","4.3","","13.1","","30.0","","0.6","","50.0","","0.0","","50.0","","0","",,"",,""
"1965-08","1965","08","20.3","","5.2","","12.8","","29.4","","-1.7","","57.2","","0.0","","57.2","","0","",,"",,""
"1965-09","1965","09","9.4","","-2.7","","3.4","","18.9","","-11.1","","","M","","M","70.4","","0","",,"",,""
"1965-10","1965","10","10.3","","-2.4","","4.0","","17.2","","-8.3","","","M","","M","64.0","","0","",,"",,""
"1965-11","1965","11","-1.2","","-12.2","","-6.7","","8.3","","-30.6","","7.9","","70.9","","78.7","","25","",,"",,""
"1965-12","1965","12","-7.6","","-19.8","","-13.7","","5.6","","-35.6","","0.0","","111.8","","111.8","","89","",,"",,""
"1966-01","1966","01","-9.3","","-20.1","","-14.7","","0.6","S","-38.9","","0.0","","86.4","","86.4","","91","",,"",,""
"1966-02","1966","02","-1.4","","-15.5","","-8.5","","5.0","S","-31.1","","0.0","","10.2","","10.2","","79","",,"",,""
"1966-03","1966","03","3.6","","-12.6","","-4.5","","12.8","S","-31.1","S","3.0","","20.3","","23.4","","41","",,"",,""
"1966-04","1966","04","5.6","","-6.3","","-0.4","","11.7","","-19.4","","0.0","","43.2","E","43.2","E","20","",,"",,""
"1966-05","1966","05","14.1","","-0.7","","6.7","","24.4","","-6.7","","","M","","M","99.8","","0","",,"",,""
"1966-06","1966","06","15.7","","2.2","","9.0","","23.9","","-2.2","S","67.3","","0.0","","67.3","","0","",,"",,""
"1966-07","1966","07","19.4","","3.3","","11.4","","26.1","","-1.1","","81.0","","0.0","","81.0","","0","",,"",,""
"1966-08","1966","08","19.6","","1.4","","10.5","","28.9","","-2.8","S","61.5","","0.0","","61.5","","0","",,"",,""
"1966-09","1966","09","17.9","","0.9","","9.4","","25.0","","-5.0","","22.6","","0.0","","22.6","","0","",,"",,""
"1966-10","1966","10","7.3","","-4.9","","1.2","","17.8","","-13.3","S","24.6","","73.7","","98.3","","8","",,"",,""
"1966-11","1966","11","-1.4","","-13.1","","-7.3","","5.0","","-23.9","","0.0","","142.2","","142.2","","81","",,"",,""
"1966-12","1966","12","-5.2","","-17.1","","-11.2","","1.7","","-30.0","","0.0","","63.5","","63.5","","74","",,"",,""
"1967-01","1967","01","-4.9","","-15.7","","-10.3","","1.7","","-32.8","","0.0","","116.8","","116.8","","112","",,"",,""
"1967-02","1967","02","-0.8","","-15.3","","-8.1","","6.7","","-31.1","","0.0","","53.3","","53.3","","109","",,"",,""
"1967-03","1967","03","-1.9","","-15.1","","-8.5","","4.4","","-27.8","","0.0","","94.0","","94.0","","132","",,"",,""
"1967-04","1967","04","4.8","","-8.1","","-1.7","","9.4","","-19.4","","0.0","","61.0","","61.0","","97","",,"",,""
"1967-05","1967","05","10.6","","-2.6","","4.0","","18.9","","-10.6","","25.9","","2.5","","28.4","","0","",,"",,""
"1967-06","1967","06","18.4","","1.6","","10.0","","25.6","","-2.2","S","50.3","","0.0","","50.3","","0","",,"",,""
"1967-07","1967","07","22.2","","3.4","","12.8","","27.8","","-2.2","","29.2","","0.0","","29.2","","0","",,"",,""
"1967-08","1967","08","25.3","","3.0","","14.2","","30.0","","-3.3","","15.2","E","0.0","","15.2","E","0","",,"",,""
"1967-09","1967","09","22.1","","1.2","","11.7","","28.3","","-3.9","","21.1","E","0.0","","21.1","E","0","",,"",,""
"1967-10","1967","10","6.9","","-3.5","","1.7","","17.8","","-11.7","","29.2","","46.0","","75.2","","5","",,"",,""
"1967-11","1967","11","0.6","","-11.6","","-5.5","","5.6","","-25.6","","0.0","","20.3","","20.3","","15","",,"",,""
"1967-12","1967","12","-6.8","","-19.2","","-13.0","","1.7","","-33.3","","0.0","","62.2","","62.2","","43","",,"",,""
"1968-01","1968","01","-6.2","","-19.1","","-12.7","","4.4","S","-38.3","S","0.0","","61.0","","61.0","","64","",,"",,""
"1968-02","1968","02","3.9","","-16.3","","-6.2","","13.9","","-30.0","","0.0","","17.8","","17.8","","69","",,"",,""
"1968-03","1968","03","4.2","","-9.9","","-2.9","","12.8","","-20.0","","0.0","","64.8","","64.8","","","M",,"",,""
"1968-04","1968","04","5.1","","-9.2","","-2.1","","16.1","","-20.0","","0.0","","30.5","","30.5","","","M",,"",,""
"1968-05","1968","05","12.6","","-2.6","","5.0","","21.7","","-10.0","","14.0","","17.8","","31.8","","0","",,"",,""
"1968-06","1968","06","15.1","","1.9","","8.5","","22.8","","-4.4","","52.6","","0.0","","52.6","","0","",,"",,""
"1968-07","1968","07","21.9","","3.7","","12.8","","31.1","","-2.2","","35.1","","0.0","","35.1","","0","",,"",,""
"1968-08","1968","08","17.8","","4.4","","11.1","","27.2","","-0.6","","68.1","","0.0","","68.1","","0","",,"",,""
"1968-09","1968","09","14.3","","0.1","","7.2","","21.1","","-5.0","","55.1","","0.0","","55.1","","0","",,"",,""
"1968-10","1968","10","5.9","","-4.8","","0.6","","13.3","","-11.7","S","8.9","","44.5","","53.3","","","M",,"",,""
"1968-11","1968","11","-0.6","","-14.9","","-7.8","","4.4","S","-27.8","","0.0","","43.4","","43.4","","30","",,"",,""
"1968-12","1968","12","-11.2","","-23.9","","-17.6","","-1.1","","-43.9","S","0.0","","91.4","","91.4","","","M",,"",,""
"1969-01","1969","01","-17.8","","-31.6","","-24.7","","-1.7","","-45.0","","0.0","","53.3","","53.3","","","M",,"",,""
"1969-02","1969","02","-2.6","","-22.6","","-12.6","","3.3","","-31.1","","0.0","","20.3","","20.3","","84","",,"",,""
"1969-03","1969","03","3.4","","-13.7","","-5.2","","10.0","","-25.6","","0.0","","12.7","","12.7","","76","",,"",,""
"1969-04","1969","04","8.9","","-3.3","","2.8","","17.8","","-10.6","","12.2","","25.4","","37.6","","8","",,"",,""
"1969-05","1969","05","14.9","","-1.0","","7.0","","23.9","","-6.1","","29.2","","0.0","","29.2","","0","",,"",,""
"1969-06","1969","06","19.1","","3.2","","11.2","","27.2","","-3.3","","58.7","","0.0","","58.7","","0","",,"",,""
"1969-07","1969","07","18.7","","2.7","","10.7","","26.1","","-3.3","","59.2","","0.0","","59.2","","0","",,"",,""
"1969-08","1969","08","19.1","","1.9","","10.5","","26.1","S","-3.3","","38.6","","0.0","","38.6","","0","",,"",,""
"1969-09","1969","09","13.6","","0.7","","7.2","","24.4","","-3.3","","21.1","","1.5","","22.6","","0","",,"",,""
"1969-10","1969","10","7.3","","-6.8","","0.3","","13.3","S","-17.8","S","0.0","","10.2","","10.2","","","M",,"",,""
"1969-11","1969","11","-0.5","","-9.8","","-5.2","","7.8","","-22.8","S","0.0","","48.3","","48.3","","20","",,"",,""
"1969-12","1969","12","-4.9","","-20.4","","-12.7","","1.1","S","-28.9","","0.0","","40.6","","40.6","","38","",,"",,""
"1970-01","1970","01","-9.4","","-24.1","","-16.8","","1.1","","-44.4","","0.0","","43.2","","43.2","","61","",,"",,""
"1970-02","1970","02","0.3","","-16.9","","-8.3","","7.2","","-27.2","","0.0","","7.6","","7.6","","51","",,"",,""
"1970-03","1970","03","0.9","","-15.0","","-7.1","","7.2","","-31.1","","0.0","","7.6","","7.6","","51","",,"",,""
"1970-04","1970","04","4.6","","-9.5","","-2.5","","8.9","S","-16.7","S","0.0","","22.9","","22.9","","0","",,"",,""
"1970-05","1970","05","14.4","","-0.6","","6.9","","24.4","","-5.0","","30.0","","0.0","T","30.0","","0","",,"",,""
"1970-06","1970","06","21.5","","3.7","","12.6","","29.4","","-3.3","","33.8","","0.0","","33.8","","0","",,"",,""
"1970-07","1970","07","22.2","","5.4","","13.8","","29.4","","1.7","S","67.3","","0.0","","67.3","","0","",,"",,""
"1970-08","1970","08","23.3","E","2.4","","12.9","E","29.4","","-2.8","S","11.7","","0.0","","11.7","","0","",,"",,""
"1970-09","1970","09","12.6","E","-3.4","E","4.6","E","23.9","","-12.8","","40.4","","0.0","","40.4","","0","",,"",,""
"1970-10","1970","10","7.9","","-7.5","","0.2","","22.8","","-16.1","S","6.6","","1.3","","7.9","","0","",,"",,""
"1970-11","1970","11","-1.7","","-15.7","","-8.7","","12.2","","-36.1","","0.0","","53.3","","53.3","","25","",,"",,""
"1970-12","1970","12","-9.2","","-22.9","","-16.1","","1.1","","-36.7","","0.0","","68.6","","68.6","","53","",,"",,""
"1971-01","1971","01","-9.7","","-19.9","","-14.8","","4.4","","-38.3","","0.0","T","90.2","","90.2","","102","",,"",,""
"1971-02","1971","02","-1.7","","-17.7","","-9.7","","3.9","","-33.9","","0.0","","21.6","","21.6","","91","",,"",,""
"1971-03","1971","03","0.2","","-17.5","","-8.7","","6.7","","-28.3","","0.0","","43.2","","43.2","","114","",,"",,""
"1971-04","1971","04","7.8","","-8.0","","-0.1","","14.4","","-17.8","S","0.0","","19.1","","19.1","","15","",,"",,""
"1971-05","1971","05","15.3","","-1.8","","6.8","","22.8","S","-7.8","","20.1","","8.9","","29.0","","0","",,"",,""
"1971-06","1971","06","15.4","","3.0","","9.2","","25.6","","-2.2","","69.3","","0.0","","69.3","","0","",,"",,""
"1971-07","1971","07","21.6","","3.0","","12.3","","29.4","S","-3.3","","36.1","","0.0","","36.1","","0","",,"",,""
"1971-08","1971","08","24.8","","4.4","","14.6","","31.7","","0.6","","20.8","","0.0","","20.8","","0","",,"",,""
"1971-09","1971","09","11.7","","-1.0","","5.4","","20.0","","-7.8","","41.9","","4.6","","46.5","","","M",,"",,""
"1971-10","1971","10","5.7","","-7.8","","-1.1","","20.0","S","-30.6","","12.2","","19.6","","31.8","","13","",,"",,""
"1971-11","1971","11","-0.9","","-12.5","","-6.7","","5.0","","-27.2","","0.0","","35.6","","35.6","","30","",,"",,""
"1971-12","1971","12","-10.4","","-25.7","","-18.1","","-2.8","","-36.7","","0.0","","102.9","","102.9","","79","",,"",,""
"1972-01","1972","01","-11.9","","-25.6","","-18.8","","-1.7","","-45.0","","0.0","","92.7","","92.7","","102","",,"",,""
"1972-02","1972","02","-4.8","","-20.7","","-12.8","","7.2","","-39.4","","0.0","","129.5","","129.5","","157","",,"",,""
"1972-03","1972","03","3.4","","-10.5","","-3.6","","8.9","","-27.2","","","M","39.4","","","M","102","",,"",,""
"1972-04","1972","04","4.5","","-9.0","","-2.3","","15.0","","-20.0","","0.0","","10.2","","10.2","","76","",,"",,""
"1972-05","1972","05","14.4","","-2.3","","6.1","","28.3","","-11.1","","17.3","","0.0","","17.3","","0","",,"",,""
"1972-06","1972","06","16.5","","2.7","","9.6","","23.9","","-2.8","S","99.3","","2.0","","101.3","","0","",,"",,""
"1972-07","1972","07","18.9","","2.8","","10.9","","25.0","S","-3.3","S","56.9","","0.0","","56.9","","0","",,"",,""
"1972-08","1972","08","23.2","","2.8","","13.0","","28.3","","-3.9","","21.6","","0.0","","21.6","","0","",,"",,""
"1972-09","1972","09","9.6","","-2.6","","3.5","","20.0","","-12.8","","49.0","","33.3","","82.3","","0","",,"",,""
"1972-10","1972","10","7.6","","-8.9","","-0.7","","19.4","","-20.0","","0.0","","27.9","","27.9","","","M",,"",,""
"1972-11","1972","11","-0.1","","-14.3","","-7.2","","4.4","","-24.4","","0.0","","35.6","","35.6","","20","",,"",,""
"1972-12","1972","12","-9.8","","-23.8","","-16.8","","1.7","S","-42.2","S","0.0","","105.4","","105.4","","69","",,"",,""
"1973-01","1973","01","-7.0","","-21.3","","-14.2","","1.7","S","-40.6","","0.0","","39.6","","39.6","","69","",,"",,""
"1973-02","1973","02","-0.4","","-19.1","","-9.8","","10.0","","-35.0","S","0.0","","39.4","","39.4","","74","",,"",,""
"1973-03","1973","03","4.3","","-12.8","","-4.3","","8.9","","-20.6","","0.0","","26.7","","26.7","","69","",,"",,""
"1973-04","1973","04","6.3","","-7.6","","-0.7","","11.1","S","-20.0","","0.0","","12.7","","12.7","","","M",,"",,""
"1973-05","1973","05","13.9","","-2.5","","5.7","","26.1","","-11.1","","57.9","","16.5","","74.4","","","M",,"",,""
"1973-06","1973","06","16.6","","1.8","","9.2","","27.8","","-3.3","","16.8","","0.0","","16.8","","0","",,"",,""
"1973-07","1973","07","21.5","","2.3","","11.9","","28.9","","-2.2","","41.4","","0.0","","41.4","","0","",,"",,""
"1973-08","1973","08","20.6","","2.3","","11.5","","31.7","","-6.1","","46.2","","0.0","","46.2","","0","",,"",,""
"1973-09","1973","09","15.4","","-0.2","","7.6","","26.7","","-6.7","","18.3","","0.0","","18.3","","0","",,"",,""
"1973-10","1973","10","6.2","","-4.9","","0.7","","15.0","","-14.4","S","18.0","","19.1","","37.1","","","M",,"",,""
